step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1022,0.48432,0.88889,,
1023,0.0129,1.0,,
1024,0.5293,0.88889,,
1025,0.00377,1.0,,
1026,0.0026,1.0,,
1027,0.44915,0.88889,,
1028,0.04579,1.0,,
1029,0.66983,0.88889,,
1030,0.4443,0.88889,,
1031,0.01467,1.0,,
1032,0.00827,1.0,,
1033,0.12857,0.88889,,
1034,0.00408,1.0,,
1035,0.53206,0.88889,,
1036,0.00786,1.0,,
1037,0.00611,1.0,,
1038,0.00765,1.0,,
1039,0.42389,0.88889,,
1040,0.32245,0.88889,,
1041,0.00342,1.0,,
1042,0.00349,1.0,,
1043,0.03663,1.0,,
1044,0.00394,1.0,,
1045,0.39622,0.88889,,
1046,0.00358,1.0,,
1047,0.44915,0.88889,,
1048,0.86673,0.77778,,
1049,0.50561,0.88889,,
1050,0.00673,1.0,,
1051,0.08043,1.0,,
1052,0.05088,1.0,,
1053,0.53217,0.88889,,
1054,0.47496,0.88889,,
1055,0.00837,1.0,,
1056,0.00063,1.0,,
1057,0.00245,1.0,,
1058,0.03803,1.0,,
1059,0.5875,0.88889,,
1060,0.00566,1.0,,
1061,0.00268,1.0,,
1062,0.02527,1.0,,
1063,0.00541,1.0,,
1064,0.00566,1.0,,
1065,0.01374,1.0,,
1066,0.42221,0.88889,,
1067,0.00791,1.0,,
1068,0.45104,0.88889,,
1069,0.00454,1.0,,
1070,0.53179,0.88889,,
1071,0.56396,0.88889,,
1072,0.01055,1.0,,
1073,0.56298,0.88889,,
1074,0.0007,1.0,,
1075,0.00266,1.0,,
1076,0.07724,1.0,,
1077,0.47456,0.88889,,
1078,0.00259,1.0,,
1079,0.39931,0.88889,,
1080,0.0073,1.0,,
1081,0.00417,1.0,,
1082,0.00199,1.0,,
1083,0.01403,1.0,,
1084,0.49001,0.88889,,
1085,0.48592,0.88889,,
1086,1.14059,0.77778,,
1087,0.00385,1.0,,
1088,0.36969,0.88889,,
1089,0.5347,0.88889,,
1090,0.01459,1.0,,
1091,0.8962,0.77778,,
1092,0.01344,1.0,,
1093,0.3694,0.88889,,
1094,0.53019,0.77778,,
1095,0.00465,1.0,,
1096,0.06746,1.0,,
1097,0.42731,0.88889,,
1098,0.53854,0.88889,,
1099,0.51152,0.88889,,
1100,0.53519,0.88889,,
1101,0.00587,1.0,,
1102,0.31577,0.88889,,
1103,0.42548,0.88889,,
1104,0.00187,1.0,,
1105,0.00476,1.0,,
1106,1.34258,0.66667,,
1107,0.34051,0.88889,,
1108,0.80059,0.77778,,
1109,0.55234,0.77778,,
1110,0.0156,1.0,,
1111,0.00238,1.0,,
1112,0.00216,1.0,,
1113,0.01337,1.0,,
1114,0.0012,1.0,,
1115,0.00586,1.0,,
1116,0.56121,0.77778,,
1117,0.55768,0.88889,,
1118,0.09278,0.88889,,
1119,0.00377,1.0,,
1120,0.00334,1.0,,
1121,0.00462,1.0,,
1122,0.00324,1.0,,
1123,0.00153,1.0,,
1124,0.0024,1.0,,
1125,0.47929,0.88889,,
1126,0.38983,0.88889,,
1127,0.00412,1.0,,
1128,0.00914,1.0,,
1129,0.34905,0.88889,,
1130,0.04486,1.0,,
1131,0.06052,1.0,,
1132,0.00302,1.0,,
1133,0.00264,1.0,,
1134,0.00408,1.0,,
1135,0.00103,1.0,,
1136,0.39778,0.88889,,
1137,0.42028,0.88889,,
1138,0.0563,1.0,,
1139,0.01029,1.0,,
1140,0.0022,1.0,,
1141,0.6402,0.88889,,
1142,0.00321,1.0,,
1143,0.58615,0.88889,,
1144,0.32145,0.88889,,
1145,0.00633,1.0,,
1146,0.94839,0.77778,,
1147,0.44957,0.88889,,
1148,0.42196,0.88889,,
1149,0.00185,1.0,,
1150,0.58033,0.88889,,
1151,0.00191,1.0,,
1152,0.13163,0.88889,,
1153,0.6128,0.88889,,
1154,0.96738,0.66667,,
1155,0.00292,1.0,,
1156,0.0035,1.0,,
1157,0.42574,0.88889,,
1158,0.00526,1.0,,
1159,0.25899,0.88889,,
1160,0.00353,1.0,,
1161,0.00409,1.0,,
1162,0.00252,1.0,,
1163,0.39365,0.88889,,
1164,0.76453,0.77778,,
1165,0.36653,0.88889,,
1166,0.00633,1.0,,
1167,0.19044,0.83333,,
